analytic_population,unweighted_eligible_records,weighted_common_support_coverage_pct,standardised_probability_no_reported_intervention_pct,standardised_probability_reported_intervention_pct,adjusted_percentage_point_difference,psu_bootstrap_95pct_lower,psu_bootstrap_95pct_upper,interpretation
Ages 3-35 (main analysis),2721,89.55,53.61,85.25,31.64,27.71,36.26,"Survey-weighted adjusted association; not a causal effect"
