state,from_age_stage,to_age_stage,observed_occupancy_from,observed_occupancy_to,entry_lower,entry_upper,exit_lower,exit_upper,entry_neutral_reference,exit_neutral_reference
ordinary_school_current,3-5,6-10,0.126951630573396,0.4615255932628915,0.38322500150734506,0.5286369111095297,0.0,1.0,0.4615255932628915,0.5384744067371086
ordinary_school_current,6-10,11-14,0.4615255932628915,0.5139052009629798,0.09727408962198046,0.9543725654056501,0.0,1.0,0.5139052009629798,0.48609479903702024
ordinary_school_current,11-14,15-17,0.5139052009629798,0.3296944735154114,0.0,0.6782513908162642,0.35845274012091255,0.9999999999999998,0.3296944735154114,0.6703055264845885
