estimand,age_lower,age_upper,analytic_n,weighted_population,common_support_weight_coverage,adjusted_probability_no_intervention,adjusted_probability_intervention,adjusted_difference_percentage_points,bootstrap_se_percentage_points,bootstrap_ci95_low_percentage_points,bootstrap_ci95_high_percentage_points,bootstrap_replicates
common-support standardised association: pre-school intervention history versus ordinary-school enrolment,3,35,2721,571436.2500000001,0.895497476752656,0.5360510065982835,0.8524849107044018,31.643390410611826,2.247963436328179,27.7067949206592,36.26083379412472,200
